Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),HS_Code,critical_mineral,CategoryType
282520 Lithium Oxide And Hydroxide,"Korea, South",2014,3851,3851.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Japan,2008,131383,131383.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Hong Kong,2010,3000,3000.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Japan,2014,123215,123215.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Japan,2012,2644,2644.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Hong Kong,2012,8822,8822.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Japan,2013,44767,44767.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Japan,2009,80930,80930.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,"Korea, South",2010,28665,28665.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,"Korea, South",2015,97184,97184.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,"Korea, South",2012,74826,74826.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Japan,2011,108946,108946.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Taiwan,2015,4800,4800.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,"Korea, South",2009,11150,11150.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,Japan,2010,41449,41449.0,282520,Lithium,Compound
282520 Lithium Oxide And Hydroxide,"Korea, South",2013,8619,8619.0,282520,Lithium,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2011,760564,760564.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Taiwan,2011,187200,187200.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Indonesia,2021,130897,130897.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2024,1352991,1352991.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2021,3118614,3118614.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Taiwan,2024,1272013,1272013.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Taiwan,2022,505124,505124.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2021,1695487,1695487.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2024,15200,15200.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Taiwan,2021,101274,101274.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2024,1794945,1794945.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2023,3533555,3533555.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2021,3703450,3703450.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Taiwan,2023,619078,619078.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2023,4948652,4948652.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2022,7195521,7195521.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2011,2148606,2148606.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2022,5109533,5109533.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2022,892593,892593.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Hong Kong,2024,246580,246580.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2012,884145,884145.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2001,5113158,,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2012,60000,60000.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2015,2400,2400.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2006,55200,55200.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2005,5049206,5049206.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2005,102960,102960.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2016,2376822,2376822.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2004,8567794,8567794.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2016,3355713,3355713.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2019,2095330,2095330.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2018,4228592,4228592.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2003,5119485,5119485.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Taiwan,2003,113701,113701.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Hong Kong,2018,6000,6000.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2018,344014,344014.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2017,3838018,3838018.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2018,2235737,2235737.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2003,12820,12820.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2017,5760238,5760238.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2002,5219290,5219290.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2017,140329,140329.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2019,113461,113461.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2019,4357678,4357678.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2006,7483455,7483455.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2007,9208006,9208006.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2025,1640079,1640079.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Taiwan,2012,374000,374000.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2012,2474589,2474589.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2013,3052782,3052782.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2001,26954,,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2013,3057278,3057278.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2010,2580738,2580738.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Taiwan,2010,6550,6550.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2010,563316,563316.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Taiwan,2025,443894,443894.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2009,3865105,3865105.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2014,2370259,2370259.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2008,13148895,13148895.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2014,4234349,4234349.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2008,13200,13200.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2020,3387801,3387801.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2015,1726603,1726603.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,"Korea, South",2020,272052,272052.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2020,2122723,2122723.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Malaysia,2020,2427,2427.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2009,607645,607645.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Japan,2015,2774789,2774789.0,282540,Nickel,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2025,1310775,1310775.0,282540,Nickel,Compound
282550 Copper Oxides And Hydroxides,Japan,2023,280883,280883.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2007,47898,47898.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2007,1140141,1140141.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2018,670005,670005.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2018,116687,116687.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2018,64820,64820.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2006,59634,59634.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2022,762102,762102.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2006,1427252,1427252.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2022,338282,338282.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2018,39017,39017.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2019,421510,421510.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2005,51589,51589.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2005,611733,611733.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2017,194240,194240.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2005,12675,12675.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2023,47025,47025.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2017,113438,113438.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2017,185384,185384.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Singapore,2017,886306,886306.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2016,500850,500850.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2017,60767,60767.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2004,174560,174560.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2021,129138,129138.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Singapore,2012,33750,33750.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2024,65674,65674.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2010,624406,624406.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2021,132460,132460.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2009,49900,49900.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2019,72798,72798.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2020,77419,77419.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2010,119135,119135.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2019,55691,55691.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2020,106140,106140.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2025,563640,563640.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2020,282906,282906.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2021,655735,655735.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2009,458901,458901.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2008,51353,51353.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2024,601327,601327.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2019,94558,94558.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Singapore,2019,456225,456225.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2024,209735,209735.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2008,878541,878541.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2025,27398,27398.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2020,168582,168582.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2024,5904,5904.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Singapore,2018,346620,346620.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2004,17037,17037.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2015,150124,150124.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2015,99150,99150.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Singapore,2015,385776,385776.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2004,2800,2800.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2016,134061,134061.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2003,391679,391679.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2014,34618,34618.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2002,149060,149060.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2002,221038,221038.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2014,14980,14980.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2014,260906,260906.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2023,73075,73075.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2014,106092,106092.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2023,428740,428740.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2002,5600,5600.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Singapore,2014,411472,411472.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2011,62488,62488.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2013,91088,91088.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2001,52734,,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2013,15089,15089.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2013,202700,202700.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2013,13200,13200.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2001,166912,,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Singapore,2013,178600,178600.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2012,21089,21089.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2012,2811,2811.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2012,356349,356349.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Taiwan,2015,1010396,1010396.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2015,38599,38599.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Japan,2003,172457,172457.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2010,14850,14850.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2004,593260,593260.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2011,223296,223296.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Singapore,2016,432000,432000.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,Hong Kong,2011,432750,432750.0,282550,Copper,Compound
282550 Copper Oxides And Hydroxides,"Korea, South",2016,115500,115500.0,282550,Copper,Compound
282580 Antimony Oxides,Japan,2020,2055139,2093315.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2004,9149,9149.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2004,765343,765343.0,282580,Antimony,Compound
282580 Antimony Oxides,Vietnam,2005,4953650,4953650.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2012,669056,669056.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2012,271600,271600.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2024,586980,586980.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2012,3040863,3040863.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2005,522174,522174.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2019,840000,840000.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2005,2589906,2589906.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2013,5000000,5000000.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2013,190000,190000.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2013,3037610,3037610.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2014,5800000,5800000.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2010,1981288,1981288.0,282580,Antimony,Compound
282580 Antimony Oxides,Vietnam,2006,6604950,6604950.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2004,1369616,1369616.0,282580,Antimony,Compound
282580 Antimony Oxides,Vietnam,2004,48800,48800.0,282580,Antimony,Compound
282580 Antimony Oxides,Singapore,2019,7303,7303.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2003,579960,579960.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2001,965787,,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2020,235424,235424.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2001,63428,,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2011,2344000,2344000.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2019,3786493,4033932.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2001,429116,,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2011,1054548,1054548.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2002,1507186,1507186.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2023,590958,590958.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2019,503050,503050.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2023,1502894,1560244.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2012,920000,920000.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2019,389768,389768.0,282580,Antimony,Compound
282580 Antimony Oxides,Singapore,2012,25943,25943.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2002,33300,33300.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2024,129967,129967.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2002,494527,494527.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2024,5400000,5400000.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2011,2398329,2398329.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2003,4149981,4149981.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2025,7893870,7893870.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2014,83575,83575.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2024,1167004,1194045.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2016,176920,176920.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2016,3416663,3416663.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2007,1996840,1996840.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2017,6854329,6854329.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2025,6010870,6010870.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2017,170679,170679.0,282580,Antimony,Compound
282580 Antimony Oxides,Vietnam,2008,51000,51000.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2008,43000,43000.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2018,5340000,5340000.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2025,12342000,12342000.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2008,823753,823753.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2008,1473939,1473939.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2017,128000,128000.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2009,557465,557465.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2009,1057985,1057985.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2017,2753342,2753342.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2010,113135,113135.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2010,1147580,1147580.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2016,3240000,3240000.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2015,3462692,3462692.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2007,258467,258467.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2015,2752,2752.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2006,95969,95969.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2014,520000,520000.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2006,1974496,1974496.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2023,2160000,2160000.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2014,4266,4266.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2014,4210349,4210349.0,282580,Antimony,Compound
282580 Antimony Oxides,Vietnam,2007,251000,251000.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2021,739752,739752.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2015,7740000,7740000.0,282580,Antimony,Compound
282580 Antimony Oxides,Taiwan,2018,515052,515052.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2021,1992500,1992500.0,282580,Antimony,Compound
282580 Antimony Oxides,Hong Kong,2018,435750,435750.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2021,1004176,944636.0,282580,Antimony,Compound
282580 Antimony Oxides,Thailand,2007,8501,8501.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2022,1576370,1576370.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2015,16384,16384.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2018,4172927,4154774.0,282580,Antimony,Compound
282580 Antimony Oxides,"Korea, South",2018,332061,332061.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2025,2921389,2938154.0,282580,Antimony,Compound
282580 Antimony Oxides,Japan,2022,1934807,1899542.0,282580,Antimony,Compound
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Taiwan,2018,850574,850574.0,711041,Platinum Group Metals,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2015,134969,134969.0,711041,Platinum Group Metals,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Thailand,2017,34043,34043.0,711041,Platinum Group Metals,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","Korea, South",2020,41282,41282.0,711041,Platinum Group Metals,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2017,202013,202013.0,711041,Platinum Group Metals,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Hong Kong,2018,354550,354550.0,711041,Platinum Group Metals,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","Korea, South",2019,79736,79736.0,711041,Platinum Group Metals,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Japan,2018,169978,169978.0,711041,Platinum Group Metals,Other
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Hong Kong,2019,492724,492724.0,711041,Platinum Group Metals,Other
